"slug","city","population","pop2025","pop2020","growth","type","pop2024","densityMi","areaMi","lat","lng","rank"
"illinois/mineral","Mineral",199,199,206,-0.005,"Village",200,587,0.339,41.3822,-89.8363,1192
"illinois/penfield","Penfield",199,199,235,0,"CDP",199,774,0.257,40.3047,-87.9443,1193
"illinois/henning","Henning",198,198,210,-0.01,"Village",200,130,1.524,40.3069,-87.701,1194
"illinois/long-point","Long Point",198,198,203,-0.00502513,"Village",199,1070,0.185,41.0053,-88.893,1195
"illinois/nason","Nason",197,197,201,-0.00505051,"City",198,216,0.911,38.176,-88.9663,1196
"illinois/wilton-center","Wilton Center",197,197,127,0.0706522,"CDP",184,357,0.552,41.3517,-87.9567,1197
"illinois/lake-ka-ho","Lake Ka-Ho",196,196,195,0,"Village",196,690,0.284,39.097,-89.7461,1198
"illinois/jewett","Jewett",195,195,197,0,"Village",195,194,1.005,39.2077,-88.2431,1199
"illinois/lowpoint","Lowpoint",195,195,145,0.0714286,"CDP",182,859,0.227,40.8728,-89.3137,1200
"illinois/nilwood","Nilwood",195,195,200,-0.00510204,"Town",196,419,0.465,39.3995,-89.8077,1201
"illinois/oakdale","Oakdale",193,193,197,-0.00515464,"Village",194,122,1.582,38.2648,-89.5035,1202
"illinois/ritchie","Ritchie",193,193,164,0.0722222,"CDP",180,187,1.034,41.2557,-88.1158,1203
"illinois/reddick","Reddick",191,191,198,-0.00520833,"Village",192,799,0.239,41.0984,-88.2485,1204
"illinois/preemption","Preemption",190,190,172,0.0734463,"CDP",177,171,1.11,41.3131,-90.5787,1205
"illinois/wellington","Wellington",190,190,204,-0.015544,"Village",193,798,0.238,40.5411,-87.6799,1206
"illinois/vermilion","Vermilion",188,188,198,-0.0105263,"Village",190,344,0.546,39.5802,-87.588,1207
"illinois/omaha","Omaha",186,186,208,-0.0210526,"Village",190,250,0.744,37.8897,-88.3064,1208
"illinois/parkersburg","Parkersburg",183,183,185,0,"Village",183,222,0.826,38.5891,-88.0568,1209
"illinois/kinderhook","Kinderhook",182,182,187,-0.00546448,"Village",183,225,0.808,39.7038,-91.1525,1210
"illinois/smithfield","Smithfield",182,182,189,-0.00546448,"Village",183,391,0.465,40.4744,-90.2949,1211
"illinois/du-bois","Du Bois",181,181,178,0.00555556,"Village",180,172,1.052,38.2214,-89.2127,1212
"illinois/wedron","Wedron",181,181,170,0.0710059,"CDP",169,349,0.519,41.4383,-88.7749,1213
"illinois/radom","Radom",180,180,182,0,"Village",180,172,1.048,38.2798,-89.1921,1214
"illinois/modesto","Modesto",179,179,179,0,"Village",179,320,0.559,39.4789,-89.9803,1215
"illinois/shumway","Shumway",179,179,184,-0.00555556,"Village",180,539,0.332,39.1834,-88.6532,1216
"illinois/caledonia","Caledonia",178,178,182,-0.00558659,"Village",179,172,1.035,42.3686,-88.8939,1217
"illinois/ellsworth","Ellsworth",178,178,182,-0.00558659,"Village",179,820,0.217,40.4495,-88.7161,1218
"illinois/waggoner","Waggoner",178,178,180,0,"Village",178,730,0.244,39.3775,-89.6526,1219
"illinois/broughton","Broughton",177,177,181,-0.00561798,"Village",178,94,1.89,37.9339,-88.4624,1220
"illinois/spillertown","Spillertown",175,175,180,-0.00568182,"Village",176,545,0.321,37.7652,-88.9239,1221
"illinois/kempton","Kempton",174,174,178,-0.00571429,"Village",175,1055,0.165,40.9355,-88.2363,1222
"illinois/thebes","Thebes",174,174,204,-0.0333333,"Village",180,100,1.745,37.2124,-89.4507,1223
"illinois/west-union","West Union",174,174,241,-0.043956,"CDP",182,96,1.808,39.2137,-87.6666,1224
"illinois/williamson","Williamson",174,174,181,-0.00571429,"Village",175,149,1.171,38.9845,-89.7625,1225
"illinois/alsey","Alsey",173,173,192,-0.0225989,"Village",177,315,0.549,39.5594,-90.4336,1226
"illinois/colp","Colp",173,173,178,-0.00574713,"Village",174,1291,0.134,37.8074,-89.0785,1227
"illinois/bone-gap","Bone Gap",172,172,184,-0.0114943,"Village",174,295,0.583,38.4449,-87.9976,1228
"illinois/goofy-ridge","Goofy Ridge",172,172,238,-0.0652174,"CDP",184,128,1.349,40.3949,-89.9407,1229
"illinois/nachusa","Nachusa",172,172,122,0.068323,"CDP",161,225,0.764,41.8339,-89.3858,1230
"illinois/baileyville","Baileyville",171,171,126,0.06875,"CDP",160,707,0.242,42.1983,-89.5945,1231
"illinois/hooppole","Hooppole",170,170,179,-0.0116279,"Village",172,457,0.372,41.5219,-89.914,1232
"illinois/royal-lakes","Royal Lakes",170,170,165,0.00591716,"Village",169,365,0.466,39.1133,-89.9585,1233
"illinois/harvel","Harvel",167,167,174,-0.00595238,"Village",168,232,0.72,39.3577,-89.5322,1234
"illinois/mill-shoals","Mill Shoals",167,167,176,-0.0118343,"Village",169,218,0.767,38.2495,-88.3457,1235
"illinois/rockbridge","Rockbridge",167,167,176,-0.0118343,"Village",169,227,0.737,39.2693,-90.2066,1236
"illinois/arlington","Arlington",166,166,171,-0.00598802,"Village",167,420,0.395,41.4715,-89.2479,1237
"illinois/willow-hill","Willow Hill",166,166,170,-0.00598802,"Village",167,160,1.039,38.9958,-88.0218,1238
"illinois/de-witt","De Witt",165,165,160,0.00609756,"Village",164,696,0.237,40.1846,-88.7853,1239
"illinois/gorham","Gorham",165,165,170,-0.0060241,"Village",166,135,1.219,37.7179,-89.4779,1240
"illinois/keensburg","Keensburg",165,165,175,-0.011976,"Village",167,635,0.26,38.3518,-87.8683,1241
"illinois/kell","Kell",165,165,174,-0.011976,"Village",167,165,1.002,38.4876,-88.9,1242
"illinois/new-minden","New Minden",165,165,167,0,"Village",165,596,0.277,38.438,-89.3704,1243
"illinois/taylor-ridge","Taylor Ridge",164,164,142,0.0718954,"CDP",153,106,1.552,41.3892,-90.6705,1244
"illinois/banner","Banner",163,163,168,-0.00609756,"Village",164,126,1.29,40.5126,-89.9156,1245
"illinois/bryant","Bryant",163,163,168,-0.00609756,"Village",164,657,0.248,40.4654,-90.0949,1246
"illinois/butler","Butler",163,163,165,0,"Village",163,273,0.596,39.1975,-89.5322,1247
"illinois/chesterfield","Chesterfield",163,163,168,-0.00609756,"Village",164,301,0.541,39.2566,-90.0668,1248
"illinois/norris","Norris",163,163,173,-0.0121212,"Village",165,576,0.283,40.6258,-90.032,1249
"illinois/sims","Sims",163,163,168,-0.00609756,"Village",164,138,1.182,38.3618,-88.5355,1250
"illinois/lane","Lane",161,161,164,0.0733333,"CDP",150,1309,0.123,40.122,-88.8558,1251
"illinois/baylis","Baylis",160,160,169,-0.0123457,"Village",162,340,0.471,39.7295,-90.9094,1252
"illinois/fieldon","Fieldon",160,160,175,-0.0184049,"Village",163,792,0.202,39.1087,-90.4996,1253
"illinois/north-henderson","North Henderson",160,160,162,0,"Village",160,708,0.226,41.0904,-90.4748,1254
"illinois/old-mill-creek","Old Mill Creek",160,160,164,-0.00621118,"Village",161,15,10.664,42.4331,-87.9822,1255
"illinois/trilla","Trilla",160,160,338,0.0738255,"CDP",149,829,0.193,39.3751,-88.3507,1256
"illinois/batchtown","Batchtown",159,159,168,-0.0124224,"Village",161,85,1.863,39.0332,-90.6534,1257
"illinois/dewey","Dewey",159,159,90,0.0743243,"CDP",148,1639,0.097,40.3193,-88.2834,1258
"illinois/claremont","Claremont",158,158,163,-0.00628931,"Village",159,199,0.793,38.7176,-87.9729,1259
"illinois/coleta","Coleta",158,158,163,-0.00628931,"Village",159,427,0.37,41.902,-89.7998,1260
"illinois/paloma","Paloma",158,158,174,0.0748299,"CDP",147,543,0.291,40.0237,-91.1986,1261
"illinois/anchor","Anchor",157,157,161,-0.00632911,"Village",158,918,0.171,40.5681,-88.5385,1262
"illinois/cleveland","Cleveland",157,157,162,-0.00632911,"Village",158,534,0.294,41.5032,-90.317,1263
"illinois/calhoun","Calhoun",156,156,161,-0.00636943,"Village",157,171,0.912,38.6512,-88.044,1264
"illinois/huey","Huey",156,156,161,-0.00636943,"Village",157,722,0.216,38.6053,-89.29,1265
"illinois/st-johns","St. Johns",156,156,160,-0.00636943,"Village",157,215,0.725,38.0349,-89.2386,1266
"illinois/dana","Dana",155,155,159,-0.00641026,"Village",156,705,0.22,40.9565,-88.95,1267
"illinois/la-fayette","La Fayette",153,153,162,-0.0129032,"Village",155,810,0.189,41.1096,-89.9735,1268
"illinois/new-burnside","New Burnside",153,153,153,0,"Village",153,146,1.045,37.5782,-88.7733,1269
"illinois/chestnut","Chestnut",152,152,37,-0.0379747,"CDP",158,1236,0.123,40.0537,-89.1871,1270
"illinois/concord","Concord",150,150,155,-0.00662252,"Village",151,602,0.249,39.8156,-90.3704,1271
"illinois/beason","Beason",149,149,201,-0.0197368,"CDP",152,343,0.434,40.1428,-89.1928,1272
"illinois/cooksville","Cooksville",149,149,156,-0.00666667,"Village",150,687,0.217,40.5427,-88.7147,1273
"illinois/osco","Osco",149,149,110,0.0719424,"CDP",139,797,0.187,41.3466,-90.2828,1274
"illinois/kingston-adams-county","Kingston",148,148,107,0.0724638,"CDP",138,695,0.213,39.8195,-91.027,1275
"illinois/smithboro","Smithboro",148,148,153,-0.00671141,"Village",149,159,0.932,38.8946,-89.3399,1276
"illinois/donnellson","Donnellson",147,147,152,-0.00675676,"Village",148,396,0.371,39.0305,-89.4756,1277
"illinois/maeystown","Maeystown",147,147,149,0,"Village",147,498,0.295,38.2297,-90.231,1278
"illinois/hartland","Hartland",146,146,156,0.0735294,"CDP",136,458,0.319,42.3631,-88.5086,1279
"illinois/eagle-lake","Eagle Lake",145,145,61,0.0740741,"CDP",135,241,0.601,41.3703,-87.5552,1280
"illinois/muncie","Muncie",144,144,156,-0.0136986,"Village",146,804,0.179,40.1161,-87.843,1281
"illinois/eldred","Eldred",143,143,150,-0.00694444,"Village",144,1067,0.134,39.2862,-90.554,1282
"illinois/elvaston","Elvaston",143,143,148,-0.00694444,"Village",144,179,0.799,40.3956,-91.2488,1283
"illinois/berlin","Berlin",142,142,144,0,"Village",142,159,0.891,39.7569,-89.9024,1284
"illinois/coatsburg","Coatsburg",142,142,147,-0.00699301,"Village",143,1076,0.132,40.0325,-91.1604,1285
"illinois/galt","Galt",142,142,204,0.0676692,"CDP",133,486,0.292,41.7894,-89.7543,1286
"illinois/lima","Lima",142,142,147,-0.00699301,"Village",143,1052,0.135,40.177,-91.3783,1287
"illinois/campus","Campus",141,141,146,-0.00704225,"Village",142,1533,0.092,41.0246,-88.3073,1288
"illinois/new-grand-chain","New Grand Chain",141,141,153,-0.013986,"Village",143,135,1.043,37.2564,-89.0186,1289
"illinois/white-heath","White Heath",141,141,153,-0.0662252,"CDP",151,413,0.341,40.0868,-88.5117,1290
"illinois/burton","Burton",139,139,41,0.0692308,"CDP",130,421,0.33,39.9079,-91.2493,1291
"illinois/hettick","Hettick",139,139,146,-0.00714286,"Village",140,381,0.365,39.3557,-90.0374,1292
"illinois/harding","Harding",138,138,153,0.078125,"CDP",128,812,0.17,41.5178,-88.8489,1293
"illinois/pulaski","Pulaski",137,137,152,-0.0214286,"Village",140,105,1.31,37.2209,-89.2066,1294
"illinois/broadwell","Broadwell",136,136,140,-0.00729927,"Village",137,756,0.18,40.0669,-89.4428,1295
"illinois/cantrall","Cantrall",136,136,141,-0.00729927,"Village",137,544,0.25,39.9353,-89.6788,1296
"illinois/oconee","Oconee",136,136,141,-0.00729927,"Village",137,382,0.356,39.2863,-89.1066,1297
"illinois/west-point","West Point",136,136,141,-0.00729927,"Village",137,810,0.168,40.2556,-91.1833,1298
"illinois/browns","Browns",134,134,139,-0.00740741,"Village",135,462,0.29,38.3775,-87.9832,1299
"illinois/west-york","West York",134,134,45,0,"CDP",134,1008,0.133,39.1688,-87.673,1300
"illinois/dover","Dover",133,133,137,-0.00746269,"Village",134,489,0.272,41.4342,-89.3958,1301
"illinois/littleton","Littleton",133,133,137,-0.00746269,"Village",134,114,1.168,40.234,-90.6223,1302
"illinois/metcalf","Metcalf",132,132,139,-0.0075188,"Village",133,222,0.594,39.8004,-87.8078,1303
"illinois/redmon","Redmon",132,132,139,-0.0075188,"Village",133,910,0.145,39.6448,-87.8615,1304
"illinois/cable","Cable",131,131,103,0.0737705,"CDP",122,115,1.136,41.2797,-90.5058,1305
"illinois/allenville","Allenville",128,128,132,-0.00775194,"Village",129,210,0.609,39.5583,-88.5387,1306
"illinois/papineau","Papineau",128,128,135,-0.00775194,"Village",129,615,0.208,40.9677,-87.7163,1307
"illinois/sauget","Sauget",128,128,138,-0.0153846,"Village",130,28,4.587,38.5859,-90.1531,1308
"illinois/iroquois","Iroquois",127,127,132,-0.0078125,"Village",128,224,0.567,40.8289,-87.5842,1309
"illinois/west-brooklyn","West Brooklyn",127,127,131,-0.0078125,"Village",128,1351,0.094,41.6935,-89.1475,1310
"illinois/standard-city","Standard City",125,125,132,-0.00793651,"Village",126,197,0.636,39.3502,-89.7839,1311
"illinois/garrett","Garrett",124,124,124,0,"Village",124,1148,0.108,39.7972,-88.4246,1312
"illinois/venedy","Venedy",124,124,126,0,"Village",124,441,0.281,38.3966,-89.6456,1313
"illinois/bloomfield","Bloomfield",123,123,99,0.0789474,"CDP",114,237,0.52,40.0172,-91.3049,1314
"illinois/dorchester","Dorchester",122,122,129,-0.00813008,"Village",123,169,0.722,39.0859,-89.8877,1315
"illinois/laplace","LaPlace",122,122,128,-0.0687023,"CDP",131,187,0.653,39.7975,-88.7145,1316
"illinois/nelson","Nelson",122,122,126,-0.00813008,"Village",123,342,0.357,41.7963,-89.6075,1317
"illinois/symerton","Symerton",122,122,126,-0.00813008,"Village",123,777,0.157,41.3256,-88.0531,1318
"illinois/literberry","Literberry",121,121,78,0.0707965,"CDP",113,149,0.811,39.8516,-90.1979,1319
"illinois/ridott","Ridott",120,120,127,-0.00826446,"Village",121,1500,0.08,42.2968,-89.4771,1320
"illinois/leonore","Leonore",119,119,123,-0.00833333,"Village",120,1337,0.089,41.1889,-88.9823,1321
"illinois/ferris","Ferris",118,118,127,-0.0166667,"Village",120,60,1.967,40.4695,-91.1683,1322
"illinois/new-salem","New Salem",117,117,119,0,"Village",117,112,1.049,39.7076,-90.8479,1323
"illinois/brussels","Brussels",115,115,120,-0.00862069,"Village",116,205,0.56,38.9485,-90.589,1324
"illinois/harmon","Harmon",115,115,119,-0.00862069,"Village",116,528,0.218,41.7235,-89.5539,1325
"illinois/mound-station","Mound Station",114,114,116,0,"Village",114,220,0.519,40.0066,-90.8737,1326
"illinois/bishop-hill","Bishop Hill",113,113,113,0,"Village",113,212,0.533,41.1998,-90.1175,1327
"illinois/browning","Browning",113,113,118,-0.00877193,"Village",114,365,0.31,40.127,-90.373,1328
"illinois/columbus","Columbus",110,110,114,-0.00900901,"Village",111,502,0.219,39.9865,-91.145,1329
"illinois/st-augustine","St. Augustine",110,110,117,-0.00900901,"Village",111,185,0.593,40.7213,-90.4069,1330
"illinois/media","Media",109,109,118,-0.018018,"Village",111,64,1.698,40.7694,-90.8326,1331
"illinois/nora","Nora",109,109,109,0,"Village",109,131,0.83,42.4565,-89.9459,1332
"illinois/rockport","Rockport",109,109,49,0.0686274,"CDP",102,254,0.429,39.5391,-91.0127,1333
"illinois/springerton","Springerton",109,109,114,-0.00909091,"Village",110,796,0.137,38.1786,-88.3552,1334
"illinois/eagarville","Eagarville",108,108,113,-0.00917431,"Village",109,119,0.911,39.1087,-89.779,1335
"illinois/longview","Longview",108,108,115,-0.00917431,"Village",109,437,0.247,39.8859,-88.0662,1336
"illinois/hidalgo","Hidalgo",107,107,109,0,"Village",107,311,0.344,39.1559,-88.1491,1337
"illinois/ohlman","Ohlman",106,106,111,-0.00934579,"Village",107,330,0.321,39.3434,-89.2185,1338
"illinois/triumph","Triumph",106,106,82,0.0707071,"CDP",99,711,0.149,41.4993,-89.0199,1339
"illinois/old-shawneetown","Old Shawneetown",105,105,114,-0.0186916,"Village",107,206,0.51,37.6971,-88.1389,1340
"illinois/gilson","Gilson",104,104,194,-0.0545455,"CDP",110,314,0.331,40.8627,-90.1991,1341
"illinois/glasgow","Glasgow",104,104,113,-0.0188679,"Village",106,103,1.011,39.5487,-90.48,1342
"illinois/stoy","Stoy",103,103,107,-0.00961538,"Village",104,111,0.932,38.9968,-87.8336,1343
"illinois/fowler","Fowler",102,102,86,0.0625,"CDP",96,756,0.135,40.0088,-91.2578,1344
"illinois/pearl","Pearl",101,101,105,-0.00980392,"Village",102,67,1.505,39.4627,-90.6197,1345
"illinois/strawn","Strawn",101,101,105,-0.00980392,"Village",102,198,0.51,40.6537,-88.3999,1346
"illinois/la-rose","La Rose",99,99,99,0,"Village",99,388,0.255,40.9787,-89.235,1347
"illinois/fidelity","Fidelity",98,98,98,0,"Village",98,970,0.101,39.1546,-90.1645,1348
"illinois/jeisyville","Jeisyville",98,98,103,-0.010101,"Village",99,803,0.122,39.5792,-89.4081,1349
"illinois/pontoosuc","Pontoosuc",98,98,102,-0.010101,"Village",99,70,1.406,40.6286,-91.2107,1350
"illinois/wheeler","Wheeler",98,98,95,0.0103093,"Village",97,170,0.576,39.043,-88.3188,1351
"illinois/tennessee","Tennessee",97,97,99,0,"Village",97,228,0.425,40.4114,-90.8362,1352
"illinois/vernon","Vernon",97,97,101,-0.0102041,"Village",98,110,0.882,38.8014,-89.0875,1353
"illinois/marietta","Marietta",96,96,103,-0.0103093,"Village",97,352,0.273,40.4995,-90.393,1354
"illinois/emington","Emington",95,95,99,-0.0104167,"Village",96,1145,0.083,40.9694,-88.3578,1355
"illinois/iola","Iola",95,95,99,-0.0104167,"Village",96,99,0.964,38.8341,-88.6278,1356
"illinois/mount-erie","Mount Erie",95,95,97,0,"Village",95,247,0.384,38.5146,-88.2324,1357
"illinois/raritan","Raritan",95,95,102,-0.0104167,"Village",96,1000,0.095,40.6958,-90.8251,1358
"illinois/eddyville","Eddyville",94,94,98,-0.0105263,"Village",95,335,0.281,37.5002,-88.5851,1359
"illinois/hamburg","Hamburg",94,94,98,-0.0105263,"Village",95,180,0.522,39.2323,-90.7156,1360
"illinois/lynnville","Lynnville",93,93,97,-0.0106383,"Village",94,1208,0.077,39.6858,-90.346,1361
"illinois/olivet","Olivet",93,93,384,-0.191304,"CDP",115,62,1.507,39.9461,-87.6396,1362
"illinois/naples","Naples",92,92,101,-0.0212766,"Town",94,152,0.605,39.7535,-90.6069,1363
"illinois/scottville","Scottville",92,92,97,-0.0107527,"Village",93,92,0.997,39.4777,-90.1038,1364
"illinois/walnut-hill","Walnut Hill",91,91,96,-0.0108696,"Village",92,239,0.38,38.4779,-89.0444,1365
"illinois/kinsman","Kinsman",90,90,90,0,"Village",90,1324,0.068,41.1902,-88.57,1366
"illinois/maunie","Maunie",89,89,94,-0.0111111,"Village",90,560,0.159,38.0352,-88.0453,1367
"illinois/ellisville","Ellisville",88,88,88,0,"Village",88,325,0.271,40.6273,-90.306,1368
"illinois/hillview","Hillview",88,88,92,-0.011236,"Village",89,108,0.816,39.4496,-90.5386,1369
"illinois/liverpool","Liverpool",88,88,93,-0.011236,"Village",89,1048,0.084,40.3899,-90.0016,1370
"illinois/beverly","Beverly",87,87,110,0.0609756,"CDP",82,63,1.376,39.7946,-90.99,1371
"illinois/sailor-springs","Sailor Springs",87,87,91,-0.0113636,"Village",88,335,0.26,38.7645,-88.3602,1372
"illinois/russellville","Russellville",86,86,96,-0.0227273,"Village",88,215,0.4,38.8186,-87.5301,1373
"illinois/west-liberty","West Liberty",86,86,192,0.075,"CDP",80,168,0.511,38.8524,-88.0852,1374
"illinois/wilmington","Wilmington",86,86,91,-0.0114943,"Village",87,109,0.786,39.4807,-90.4868,1375
"illinois/belknap","Belknap",85,85,85,0,"Village",85,80,1.057,37.3226,-88.9397,1376
"illinois/rose-hill","Rose Hill",85,85,85,0,"Village",85,134,0.634,39.1043,-88.1499,1377
"illinois/east-brooklyn","East Brooklyn",83,83,80,0.0121951,"Village",82,1596,0.052,41.1727,-88.2654,1378
"illinois/barstow","Barstow",81,81,73,0.0657895,"CDP",76,764,0.106,41.5159,-90.3567,1379
"illinois/otterville","Otterville",81,81,86,-0.0121951,"Town",82,81,1.006,39.0508,-90.3984,1380
"illinois/elwin","Elwin",80,80,143,0.0666667,"CDP",75,96,0.833,39.7762,-88.9776,1381
"illinois/exeter","Exeter",80,80,87,-0.0123457,"Village",81,116,0.69,39.7191,-90.496,1382
"illinois/old-ripley","Old Ripley",79,79,83,-0.0125,"Village",80,513,0.154,38.8927,-89.5721,1383
"illinois/millersburg","Millersburg",78,78,76,0.0833333,"CDP",72,263,0.297,41.2403,-90.8186,1384
"illinois/shirley","Shirley",78,78,94,0.0833333,"CDP",72,886,0.088,40.4075,-89.0643,1385
"illinois/detroit","Detroit",76,76,75,0,"Village",76,303,0.251,39.6202,-90.6759,1386
"illinois/basco","Basco",75,75,79,-0.0131579,"Village",76,338,0.222,40.3278,-91.1995,1387
"illinois/lorenzo","Lorenzo",75,75,31,0.0714286,"CDP",70,243,0.309,41.3457,-88.2223,1388
"illinois/adeline","Adeline",74,74,76,0,"Village",74,278,0.266,42.1406,-89.4919,1389
"illinois/joslin","Joslin",74,74,30,0.0724638,"CDP",69,16,4.643,41.5446,-90.2219,1390
"illinois/new-bedford","New Bedford",74,74,76,0,"Village",74,477,0.155,41.5115,-89.7182,1391
"illinois/annapolis","Annapolis",71,71,28,0.0757576,"CDP",66,202,0.351,39.143,-87.8171,1392
"illinois/foosland","Foosland",71,71,75,-0.0138889,"Village",72,1029,0.069,40.3611,-88.4291,1393
"illinois/johnsonville","Johnsonville",68,68,72,-0.0144928,"Village",69,319,0.213,38.5209,-88.5382,1394
"illinois/unity","Unity",68,68,62,0.0793651,"CDP",63,97,0.701,37.1521,-89.273,1395
"illinois/irwin","Irwin",66,66,68,0,"Village",66,1467,0.045,41.0531,-87.9839,1396
"illinois/nekoma","Nekoma",65,65,48,0.0655738,"CDP",61,496,0.131,41.1719,-90.191,1397
"illinois/yale","Yale",65,65,67,0,"Village",65,113,0.575,39.1203,-88.0246,1398
"illinois/el-dara","El Dara",60,60,64,-0.0163934,"Village",61,59,1.011,39.6227,-90.9917,1399
"illinois/walshville","Walshville",60,60,62,0,"Village",60,236,0.254,39.069,-89.619,1400
"illinois/bingham","Bingham",59,59,61,0,"Village",59,215,0.274,39.1122,-89.2137,1401
"illinois/camden","Camden",58,58,62,-0.0169492,"Village",59,76,0.761,40.1528,-90.7733,1402
"illinois/cornland","Cornland",58,58,71,0.0740741,"CDP",54,611,0.095,39.9376,-89.4016,1403
"illinois/golden-gate","Golden Gate",58,58,62,-0.0169492,"Village",59,734,0.079,38.3589,-88.2047,1404
"illinois/janesville","Janesville",55,55,38,0.0784314,"CDP",51,902,0.061,39.3752,-88.245,1405
"illinois/mulkeytown","Mulkeytown",55,55,128,-0.126984,"CDP",63,200,0.275,37.9739,-89.1085,1406
"illinois/muddy","Muddy",54,54,58,-0.0181818,"Village",55,178,0.303,37.7668,-88.5139,1407
"illinois/mill-creek","Mill Creek",53,53,57,-0.0185185,"Village",54,141,0.376,37.3409,-89.2532,1408
"illinois/topeka","Topeka",53,53,58,-0.0185185,"Village",54,387,0.137,40.3304,-89.9306,1409
"illinois/union-hill","Union Hill",52,52,54,0,"Village",52,800,0.065,41.1078,-88.146,1410
"illinois/andres","Andres",51,51,36,0.0625,"CDP",48,429,0.119,41.371,-87.8815,1411
"illinois/junction","Junction",51,51,56,-0.0192308,"Village",52,62,0.826,37.7234,-88.2377,1412
"illinois/ripley","Ripley",51,51,50,0,"Village",51,135,0.379,40.0252,-90.638,1413
"illinois/adams","Adams",49,49,44,0.0652174,"CDP",46,22,2.237,39.8709,-91.1999,1414
"illinois/lake-city","Lake City",49,49,107,0.0652174,"CDP",46,127,0.387,39.7536,-88.7186,1415
"illinois/belle-prairie-city","Belle Prairie City",48,48,50,0,"Town",48,110,0.438,38.2235,-88.5557,1416
"illinois/keenes","Keenes",48,48,48,0,"Village",48,369,0.13,38.3386,-88.6419,1417
"illinois/illinois-city","Illinois City",46,46,58,0.0697674,"CDP",43,101,0.457,41.3991,-90.8997,1418
"illinois/marcelline","Marcelline",44,44,76,0.0731707,"CDP",41,880,0.05,40.1185,-91.3683,1419
"illinois/marley","Marley",44,44,167,0.0731707,"CDP",41,419,0.105,41.5482,-87.926,1420
"illinois/panola","Panola",44,44,44,0,"Village",44,103,0.429,40.7828,-89.0202,1421
"illinois/simpson","Simpson",44,44,44,0,"Village",44,84,0.525,37.4674,-88.7579,1422
"illinois/swedona","Swedona",40,40,95,0.0810811,"CDP",37,141,0.283,41.2801,-90.4434,1423
"illinois/la-prairie","La Prairie",38,38,40,0,"Village",38,197,0.193,40.1473,-91.0024,1424
"illinois/deer-grove","Deer Grove",37,37,36,0,"Village",37,90,0.411,41.6096,-89.6866,1425
"illinois/hollowayville","Hollowayville",37,37,39,0,"Village",37,755,0.049,41.3648,-89.2951,1426
"illinois/sciota","Sciota",37,37,37,0,"Village",37,119,0.312,40.5626,-90.748,1427
"illinois/gulfport","Gulfport",35,35,39,-0.0277778,"Village",36,25,1.412,40.809,-91.0841,1428
"illinois/burnt-prairie","Burnt Prairie",33,33,35,0,"Village",33,434,0.076,38.2509,-88.2583,1429
"illinois/phillipstown","Phillipstown",33,33,35,0,"Village",33,122,0.27,38.1429,-88.0181,1430
"illinois/rockwood","Rockwood",31,31,33,0,"Village",31,146,0.212,37.8371,-89.6918,1431
"illinois/lynn-center","Lynn Center",30,30,39,0.0714286,"CDP",28,153,0.196,41.2946,-90.3591,1432
"illinois/macedonia","Macedonia",29,29,29,0,"Village",29,107,0.272,38.0543,-88.7033,1433
"illinois/oxville","Oxville",29,29,18,0.0740741,"CDP",27,853,0.034,39.7054,-90.5604,1434
"illinois/wenonah","Wenonah",28,28,30,0,"Village",28,18,1.514,39.32,-89.288,1435
"illinois/floraville","Floraville",27,27,30,0.0384615,"CDP",26,342,0.079,38.376,-90.056,1436
"illinois/bentley","Bentley",25,25,27,0,"Town",25,175,0.143,40.3437,-91.1123,1437
"illinois/fults","Fults",24,24,26,0,"Village",24,453,0.053,38.1644,-90.2128,1438
"illinois/lakewood-shelby-county","Lakewood",24,24,32,0.0909091,"CDP",22,60,0.399,39.3235,-88.8982,1439
"illinois/meyer","Meyer",24,24,,0.0909091,"CDP",22,169,0.142,40.1483,-91.5036,1440
"illinois/kaskaskia","Kaskaskia",23,23,23,0,"Village",23,217,0.106,37.9213,-89.9163,1441
"illinois/riggston","Riggston",22,22,15,0.047619,"CDP",21,846,0.026,39.6946,-90.4233,1442
"illinois/merritt","Merritt",21,21,26,0.05,"CDP",20,538,0.039,39.7149,-90.4157,1443
"illinois/florence","Florence",16,16,18,0,"Village",16,58,0.276,39.6284,-90.6128,1444
"illinois/niota","Niota",16,16,85,0.0666667,"CDP",15,31,0.523,40.6144,-91.2877,1445
"illinois/valley-city","Valley City",13,13,13,0,"Village",13,48,0.27,39.7072,-90.6494,1446
"illinois/goodenow","Goodenow",11,11,81,0.1,"CDP",10,344,0.032,41.3922,-87.6397,1447
"illinois/westervelt","Westervelt",3,3,33,-0.727273,"CDP",11,35,0.086,39.4791,-88.8612,1448
